verb,3s preterit,3pl preterit,3s perfect,3pl perfect
mimilawi,mimilawki / mimilajki,mimilawket / mimilajket,mimilawtuk / mimilajtuk,mimilawtiwit / mimilajtiwit
mimilika,mimilikak,mimilikaket,mimilikatuk,mimilikatiwit
mimilini,mimilinki / mimilinik,mimilinket / mimiliniket,mimilintuk,mimilintiwit
-minilia,kiminilij,kiminilijket,kiminilijtuk,kiminilijtiwit
mishwaki,mishwakik,mishwakiket,mishwaktuk,mishwaktiwit
mishiwi,mishiwik,mishiwket / mishijket,mishiwtuk / mishijtuk,mishiwtiwit / mishijtiwit
-mishiwia,kimishiwij,kimishiwijket,kimishiwijtuk,kimishiwijtiwit
mishtemi,mishtenki / mishtemik,mishtenket / mishtemiket,mishtentuk / mishtemituk,mishtentiwit / mishtemitiwit
miyawati,miyawatki / miyawatik,miyawatket / miyawatiket,miyawattuk / miyawatituk,miyawattiwit / miyawatitiwit
-mulunia,kimulunij,kimulunijket,kimulunijtuk,kimulunijtiwit
mumuluka,mumulukak,mumulukaket,mumulukatuk,mumulukatiwit
-mumulutza,kimumulutzki / kimumulutzak,kimumulutzket / kimumulutzaket,kimumulutztuk / kimumulutzatuk,kimumulutztiwit / kimumulutzatiwit
-mumutzua,kimumutzuj,kimumutzujket,kimumutzujtuk,kimumutzujtiwit
-muntia,kimuntij,kimuntijket,kimuntijtuk,kimuntijtiwit
muntiki,muntikik,muntikiket,muntiktuk,muntiktiwit
mutzuliwi,mutzuliwik,mutzuliwket / mutzulijket,mutzuliwtuk / mutzulijtuk,mutzuliwtiwit / mutzulijtiwit
mustati,mustatki / mustatik,mustatket / mustatiket,mustattuk / mustatituk,mustattiwit / mustatitiwit
-nawajteki,kinawajtek / kinawajtekik,kinawajtekket / kinawajtekiket,kinawajtektuk,kinawajtektiwit
-nawalajsi,kinawalajsik,kinawalajsiket,kinawalajsituk,kinawalajsitiwit
-nawalwia,kinawalwij,kinawalwijket,kinawalwijtuk,kinawalwijtiwit
-nawatia,kinawatij,kinawatijket,kinawatijtuk,kinawatijtiwit
nalpanuwa,nalpanuwki / nalpanujki,nalpanuwket / nalpanujket,nalpanuwtuk / nalpanujtuk,nalpanuwtiwit / nalpanujtiwit
naltachiya,naltachishki / naltachiyak / naltachik,naltachishket / naltachiyaket / naltachiket,naltachishtuk / naltachiyatuk / naltachituk,naltachishtiwit / naltachiyatiwit / naltachitiwit
nanatzka,nanatzkak,nanatzkaket,nanatzkatuk,nanatzkatiwit
-nantia,kinantij,kinantijket,kinantijtuk,kinantijtiwit
-napalua,kinapaluj,kinapalujket,kinapalujtuk,kinapalujtiwit
-nektia,kinektij,kinektijket,kinektijtuk,kinektijtiwit
nekwiliwi,nekwiliwik,nekwiliwket / nekwilijket,nekwiliwtuk / nekwilijtuk,nekwiliwtiwit / nekwilijtiwit
-nekwilua,kinekwiluj,kinekwilujket,kinekwilujtuk,kinekwilujtiwit
nejnejnemi,nejnejnenki / nejnejnemik,nejnejnenket / nejnejnemiket,nejnejnentuk / nejnejnemituk,nejnejnentiwit / nejnejnemitiwit
-nejnelua,kinejneluj,kinejnelujket,kinejnelujtuk,kinejnelujtiwit
-newiltia,kinewiltij,kinewiltijket,kinewiltijtuk,kinewiltijtiwit
-nelultia,kinelultij,kinelultijket,kinelultijtuk,kinelultijtiwit
neltajtani,neltajtanki / neltajtanik,neltajtanket / neltajtaniket,neltajtantuk,neltajtantiwit
neltanawi,neltanawik,neltanawket / neltanajket,neltanawtuk / neltanajtuk,neltanawtiwit / neltanajtiwit
-nemilia,kinemilij,kinemilijket,kinemilijtuk,kinemilijtiwit
-nemiltia,kinemiltij,kinemiltijket,kinemiltijtuk,kinemiltijtiwit
-nemitia,kinemitij,kinemitijket,kinemitijtuk,kinemitijtiwit
nenpewi,nenpewik,nenpewket / nenpejket,nenpewtuk / nenpejtuk,nenpewtiwit / nenpejtiwit
-nenkawa,kinenkaw(ki) / kinenkaj(ki),kinenkawket / kinenkajket,kinenkawtuk / kinenkajtuk,kinenkawtiwit / kinenkajtiwit
nenkawi,nenkawik,nenkawket / nenkajket,nenkawtuk / nenkajtuk,nenkawtiwit / nenkajtiwit
-nenchiwa,kinenchiw(ki) / kinenchij(ki),kinenchiwket / kinenchijket,kinenchiwtuk / kinenchijtuk,kinenchiwtiwit / kinenchijtiwit
-nenkwepa,kinenkwep(ki) / kinenkwepak,kinenkwepket / kinenkwepaket,kinenkweptuk / kinenkwepatuk,kinenkweptiwit / kinenkwepatiwit
nekilia,nekilij,nekilijket,nekilijtuk,nekilijtiwit
-nekiltia,kinekiltij,kinekiltijket,kinekiltijtuk,kinekiltijtiwit
-neshiltia,kineshiltij,kineshiltijket,kineshiltijtuk,kineshiltijtiwit
-neshitia,kineshitij,kineshitijket,kineshitijtuk,kineshitijtiwit
-neshpiki,kineshpik / kineshpikik,kineshpikket / kineshpikiket,kineshpiktuk,kineshpiktiwit
neshketza,neshketzki / neshketzak,neshketzket / neshketzaket,neshketztuk,neshketztiwit
-neshtia,kineshtij,kineshtijket,kineshtijtuk,kineshtijtiwit
-nujmajwia,kinujmajwij,kinujmajwijket,kinujmajwijtuk,kinujmajwijtiwit
nujnukiwa,nujnukiwki / nujnukijki,nujnukiwket / nujnukijket,nujnukiwtuk / nujnukijtuk,nujnukiwtiwit / nujnukijtiwit
ukachi,ukachki / ukachik,ukachket / ukachiket,ukachtuk,ukachtiwit
-uchpana,kiuchpan(ki),kiuchpanket,kiuchpantuk,kiuchpantiwit
ukmaya,ukmashki / ukmayak / ukmak,ukmashket / ukmayaket / ukmaket,ukmashtuk / ukmayatuk / ukmatuk,ukmashtiwit / ukmayatiwit / ukmatiwit
ukwilua,ukwiluj,ukwilujket,ukwilujtuk,ukwilujtiwit
-ujwitia,kiujwitij,kiujwitijket,kiujwitijtuk,kiujwitijtiwit
ujtatuka,ujtatukak,ujtatukaket,ujtatukatuk,ujtatukatiwit
-ujshilia,kiujshilij,kiujshilijket,kiujshilijtuk,kiujshilijtiwit
-uilia,kiuilij,kiuilijket,kiuilijtuk,kiuilijtiwit
-ulinia,kiulinij,kiulinijket,kiulinijtuk,kiulinijtiwit
ululwia,ululwij,ululwijket,ululwijtuk,ululwijtiwit
-ululua,kiululuj,kiululujket,kiululujtuk,kiululujtiwit
-utztia,kiutztij,kiutztijket,kiutztijtuk,kiutztijtiwit
pachiwia,pachiwij,pachiwijket,pachiwijtuk,pachiwijtiwit
-pachilwia,kipachilwij,kipachilwijket,kipachilwijtuk,kipachilwijtiwit
-pachua,kipachuj,kipachujket,kipachujtuk,kipachujtiwit
-paktia,kipaktij,kipaktijket,kipaktijtuk,kipaktijtiwit
-pajkwaltia,kipajkwaltij,kipajkwaltijket,kipajkwaltijtuk,kipajkwaltijtiwit
-pajitia,kipajitij,kipajitijket,kipajitijtuk,kipajitijtiwit
-pajpalua,kipajpaluj,kipajpalujket,kipajpalujtuk,kipajpalujtiwit
-pajsulwia,kipajsulwij,kipajsulwijket,kipajsulwijtuk,kipajsulwijtiwit
-pajsulua,kipajsuluj,kipajsulujket,kipajsulujtuk,kipajsulujtiwit
-palchichina,kipalchichin(ki),kipalchichinket,kipalchichintuk,kipalchichintiwit
-palewia,kipalewij,kipalewijket,kipalewijtuk,kipalewijtiwit
-paltilia,kipaltilij,kipaltilijket,kipaltilijtuk,kipaltilijtiwit
-panawia,kipanawij,kipanawijket,kipanawijtuk,kipanawijtiwit
panwetzi,panwetzki / panwetzik,panwetzket / panwetziket,panwetztuk,panwetztiwit
-panua,kipanuj,kipanujket,kipanujtuk,kipanujtiwit
-panultia,kipanultij,kipanultijket,kipanultijtuk,kipanultijtiwit
pankisa,pankiski / pankisak,pankisket / pankisaket,pankistuk,pankistiwit
-pantia,kipantij,kipantijket,kipantijtuk,kipantijtiwit
papachka,papachkak,papachkaket,papachkatuk,papachkatiwit
papataka,papatakak,papatakaket,papatakatuk,papatakatiwit
-papatatza,kipapatatzki / kipapatatzak,kipapatatzket / kipapatatzaket,kipapatatztuk / kipapatatzatuk,kipapatatztiwit / kipapatatzatiwit
papayini,papayinki / papayinik,papayinket / papayiniket,papayintuk,papayintiwit
-pakiltia,kipakiltij,kipakiltijket,kipakiltijtuk,kipakiltijtiwit
-pakitia,kipakitij,kipakitijket,kipakitijtuk,kipakitijtiwit
-patilia,kipatilij,kipatilijket,kipatilijtuk,kipatilijtiwit
patiyuwa,patiyuwki / patiyujki,patiyuwket / patiyujket,patiyuwtuk / patiyujtuk,patiyuwtiwit / patiyujtiwit
patua,patuj,patujket,patujtuk,patujtiwit
patuwia,patuwij,patuwijket,patuwijtuk,patuwijtiwit
patziwi,patziwik,patziwket / patzijket,patziwtuk / patzijtuk,patziwtiwit / patzijtiwit
-patzua,kipatzuj,kipatzujket,kipatzujtuk,kipatzujtiwit
-patztuka,kipatztukak,kipatztukaket,kipatztukatuk,kipatztukatiwit
-pechua,kipechuj,kipechujket,kipechujtuk,kipechujtiwit
-pechteka,kipechtekak,kipechtekaket,kipechtekatuk,kipechtekatiwit
-pewaltia,kipewaltij,kipewaltijket,kipewaltijtuk,kipewaltijtiwit
pepewani,pepewanki / pepewanik,pepewanket / pepewaniket,pepewantuk,pepewantiwit
pepetaka,pepetakak,pepetakaket,pepetakatuk,pepetakatiwit
-pepetatza,kipepetatzki / kipepetatzak,kipepetatzket / kipepetatzaket,kipepetatztuk / kipepetatzatuk,kipepetatztiwit / kipepetatzatiwit
pepeyaka,pepeyakak,pepeyakaket,pepeyakatuk,pepeyakatiwit
-pepeyutza,kipepeyutzki / kipepeyutzak,kipepeyutzket / kipepeyutzaket,kipepeyutztuk / kipepeyutzatuk,kipepeyutztiwit / kipepeyutzatiwit
petania,petanij,petanijket,petanijtuk,petanijtiwit
petzkawi,petzkawik,petzkawket / petzkajket,petzkawtuk / petzkajtuk,petzkawtiwit / petzkajtiwit
petziwi,petziwik,petziwket / petzijket,petziwtuk / petzijtuk,petziwtiwit / petzijtiwit
-petzua,kipetzuj,kipetzujket,kipetzujtuk,kipetzujtiwit
-pichakia,kipichakij,kipichakijket,kipichakijtuk,kipichakijtiwit
-pichilia,kipichilij,kipichilijket,kipichilijtuk,kipichilijtiwit
pisiliwi,pisiliwik,pisiliwket / pisilijket,pisiliwtuk / pisilijtuk,pisiliwtiwit / pisilijtiwit
-pisilua,kipisiluj,kipisilujket,kipisilujtuk,kipisilujtiwit
-pijpitzkwa,kipijpitzkwak,kipijpitzkwaket,kipijpitzkwatuk,kipijpitzkwatiwit
-pilwajtia,kipilwajtij,kipilwajtijket,kipilwajtijtuk,kipilwajtijtiwit
-pinawia,kipinawij,kipinawijket,kipinawijtuk,kipinawijtiwit
pipitzka,pipitzkak,pipitzkaket,pipitzkatuk,pipitzkatiwit
pipishawi,pipishaw(ki) / pipishaj(ki),pipishawket / pipishajket,pipishawtuk / pipishajtuk,pipishawtiwit / pipishajtiwit
-pitzua,kipitzuj,kipitzujket,kipitzujtuk,kipitzujtiwit
pitzunemi,pitzunenki / pitzunemik,pitzunenket / pitzunemiket,pitzunentuk / pitzunemituk,pitzunentiwit / pitzunemitiwit
-piyalia,kipiyalij,kipiyalijket,kipiyalijtuk,kipiyalijtiwit
-piyaltia,kipiyaltij,kipiyaltijket,kipiyaltijtuk,kipiyaltijtiwit
-puchewa,kipuchew(ki) / kipuchej(ki),kipuchewket / kipuchejket,kipuchewtuk / kipuchejtuk,kipuchewtiwit / kipuchejtiwit
puchewi,puchewik,puchewket / puchejket,puchewtuk / puchejtuk,puchewtiwit / puchejtiwit
-pukwia,kipukwij,kipukwijket,kipukwijtuk,kipukwijtiwit
pukyuwa,pukyuwki / pukyujki,pukyuwket / pukyujket,pukyuwtuk / pukyujtuk,pukyuwtiwit / pukyujtiwit
pujpuchini,pujpuchinki / pujpuchinik,pujpuchinket / pujpuchiniket,pujpuchintuk,pujpuchintiwit
-pujpujtia,kipujpujtij,kipujpujtijket,kipujpujtijtuk,kipujpujtijtiwit
-pujpulwia,kipujpulwij,kipujpulwijket,kipujpulwijtuk,kipujpulwijtiwit
-pujpulua,kipujpuluj,kipujpulujket,kipujpulujtuk,kipujpulujtiwit
pujpuluni,pujpulunki / pujpulunik,pujpulunket / pujpuluniket,pujpuluntuk,pujpuluntiwit
-puwilia,kipuwilij,kipuwilijket,kipuwilijtuk,kipuwilijtiwit
pupuluka,pupulukak,pupulukaket,pupulukatuk,pupulukatiwit
-pupulutza,kipupulutzki / kipupulutzak,kipupulutzket / kipupulutzaket,kipupulutztuk / kipupulutzatuk,kipupulutztiwit / kipupulutzatiwit
pupusuka,pupusukak,pupusukaket,pupusukatuk,pupusukatiwit
-pupusutza,kipupusutzki / kipupusutzak,kipupusutzket / kipupusutzaket,kipupusutztuk / kipupusutzatuk,kipupusutztiwit / kipupusutzatiwit
pushkawi,pushkawik,pushkawket / pushkajket,pushkawtuk / pushkajtuk,pushkawtiwit / pushkajtiwit
-puyelia,kipuyelij,kipuyelijket,kipuyelijtuk,kipuyelijtiwit
puyumiki,puyumikik,puyumikiket,puyumiktuk,puyumiktiwit
pusawaya,pusawaski / pusawayak / pusawak,pusawasket / pusawayaket / pusawaket,pusawastuk / pusawayatuk / pusawatuk,pusawastiwit / pusawayatiwit / pusawatiwit
-pusunia,kipusunij,kipusunijket,kipusunijtuk,kipusunijtiwit
-pusteki,kipustek / kipustekik,kipustekket / kipustekiket,kipustektuk,kipustektiwit
-kejkelwia,kikejkelwij,kikejkelwijket,kikejkelwijtuk,kikejkelwijtiwit
kejkeliwi,kejkeliwki / kejkelijki,kejkeliwket / kejkelijket,kejkeliwtuk / kejkelijtuk,kejkeliwtiwit / kejkelijtiwit
-kejkelua,kikejkeluj,kikejkelujket,kikejkelujtuk,kikejkelujtiwit
keijtzuma,keijtzunki / keijtzumak,keijtzunket / keijtzumaket,keijtzuntuk / keijtzumatuk,keijtzuntiwit / keijtzumatiwit
-kemilua,kikemiluj,kikemilujket,kikemilujtuk,kikemilujtiwit
keshiliwi,keshiliwik,keshiliwket / keshilijket,keshiliwtuk / keshilijtuk,keshiliwtiwit / keshilijtiwit
-kimilwia,kikimilwij,kikimilwijket,kikimilwijtuk,kikimilwijtiwit
-kimilua,kikimiluj,kikimilujket,kikimilujtuk,kikimilujtiwit
-kimilpata,kikimilpatki / kikimilpatak,kikimilpatket / kikimilpataket,kikimilpattuk / kikimilpatatuk,kikimilpattiwit / kikimilpatatiwit
kikinaka,kikinakak,kikinakaket,kikinakatuk,kikinakatiwit
-kikinatza,kikikinatzki / kikikinatzak,kikikinatzket / kikikinatzaket,kikikinatztuk / kikikinatzatuk,kikikinatztiwit / kikikinatzatiwit
kitelmati,kitelmatki / kitelmatik,kitelmatket / kitelmatiket,kitelmattuk / kitelmatituk,kitelmattiwit / kitelmatitiwit
-kitzkia,kikitzkij,kikitzkijket,kikitzkijtuk,kikitzkijtiwit
-kishtia,kikishtij,kikishtijket,kikishtijtuk,kikishtijtiwit
-tamachiwa,kitamachiw(ki) / kitamachij(ki),kitamachiwket / kitamachijket,kitamachiwtuk / kitamachijtuk,kitamachiwtiwit / kitamachijtiwit
tamalua,tamaluj,tamalujket,tamalujtuk,tamalujtiwit
tapachichi,tapachichij,tapachichijket,tapachichijtuk,tapachichijtiwit
-tekaltia,kitekaltij,kitekaltijket,kitekaltijtuk,kitekaltijtiwit
techichina,techichinki,techichinket,techichintuk,techichintiwit
techiwani,techiwanki / techiwanik,techiwanket / techiwaniket,techiwantuk,techiwantiwit
-techtia,kitechtij,kitechtijket,kitechtijtuk,kitechtijtiwit
tesiwi,tesiwik,tesiwket / tesijket,tesiwtuk / tesijtuk,tesiwtiwit / tesijtiwit
-tekua,kitekuj,kitekujket,kitekujtuk,kitekujtiwit
-tekupina,kitekupin(ki),kitekupinket,kitekupintuk,kitekupintiwit
tekupini,tekupinki / tekupinik,tekupinket / tekupiniket,tekupintuk,tekupintiwit
-tekuyawa,kitekuyaw(ki) / kitekuyaj(ki),kitekuyawket / kitekuyajket,kitekuyawtuk / kitekuyajtuk,kitekuyawtiwit / kitekuyajtiwit
tekuyawi,tekuyawik,tekuyawket / tekuyajket,tekuyawtuk / tekuyajtuk,tekuyawtiwit / tekuyajtiwit
-tekpana,kitekpan(ki),kitekpanket,kitekpantuk,kitekpantiwit
-teijkwiya,kiteijkwishki / kiteijkwiyak,kiteijkwishket / kiteijkwiyaket,kiteijkwishtuk / kiteijkwiyatuk,kiteijkwishtiwit / kiteijkwiyatiwit
-teilwia,kiteilwij,kiteilwijket,kiteilwijtuk,kiteilwijtiwit
-teinia,kiteinij,kiteinijket,kiteinijtuk,kiteinijtiwit
teisti,teistik,teistiket,teistituk,teistitiwit
-teliksa,kiteliksak,kiteliksaket,kiteliksatuk,kiteliksatiwit
-telilwia,kitelilwij,kitelilwijket,kitelilwijtuk,kitelilwijtiwit
-teluchkwi,kiteluchkwik,kiteluchkwiket,kiteluchkwituk,kiteluchkwitiwit
-temachia,kitemachij,kitemachijket,kitemachijtuk,kitemachijtiwit
temalua,temaluj,temalujket,temalujtuk,temalujtiwit
-temilia,kitemilij,kitemilijket,kitemilijtuk,kitemilijtiwit
-temitia,kitemitij,kitemitijket,kitemitijtuk,kitemitijtiwit
-temuwia,kitemuwij,kitemuwijket,kitemuwijtuk,kitemuwijtiwit
-temulia,kitemulij,kitemulijket,kitemulijtuk,kitemulijtiwit
-tenkaki,kitenkak / kitenkakik,kitenkakket / kitenkakiket,kitenkaktuk,kitenkaktiwit
-tenewa,kitenew(ki) / kitenej(ki),kitenewket / kitenejket,kitenewtuk / kitenejtuk,kitenewtiwit / kitenejtiwit
tenijsa,tenijsak,tenijsaket,tenijsatuk,tenijsatiwit
tenkisa,tenkiski / tenkisak,tenkisket / tenkisaket,tenkistuk,tenkistiwit
-tentia,kitentij,kitentijket,kitentijtuk,kitentijtiwit
-tentani,kitentan(ki),kitentanket,kitentantuk,kitentantiwit
-tentzakwa,kitentzak,kitentzakket,kitentzaktuk,kitentzaktiwit
-tenshima,kitenshin(ki) / kitenshimak,kitenshinket / kitenshimaket,kitenshintuk / kitenshimatuk,kitenshintiwit / kitenshimatiwit
tenyuwa,tenyuwki / tenyujki,tenyuwket / tenyujket,tenyuwtuk / tenyujtuk,tenyuwtiwit / tenyujtiwit
-teuchiwa,kiteuchiw(ki) / kiteuchij(ki),kiteuchiwket / kiteuchijket,kiteuchiwtuk / kiteuchijtuk,kiteuchiwtiwit / kiteuchijtiwit
-teujpuwa,kiteujpuw(ki) / kiteujpuj(ki),kiteujpuwket / kiteujpujket,kiteujpuwtuk / kiteujpujtuk,kiteujpuwtiwit / kiteujpujtiwit
-teumati,kiteumatki / kiteumatik,kiteumatket / kiteumatiket,kiteumattuk / kiteumatituk,kiteumattiwit / kiteumatitiwit
-teutia,kiteutij,kiteutijket,kiteutijtuk,kiteutijtiwit
-teutuka,kiteutukak,kiteutukaket,kiteutukatuk,kiteutukatiwit
tepajtia,tepajtij,tepajtijket,tepajtijtuk,tepajtijtiwit
tepewaki,tepewakik,tepewakiket,tepewaktuk,tepewaktiwit
-tepinia,kitepinij,kitepinijket,kitepinijtuk,kitepinijtiwit
tepitzawi,tepitzawik,tepitzawket / tepitzajket,tepitzawtuk / tepitzajtuk,tepitzawtiwit / tepitzajtiwit
-tekiwia,kitekiwij,kitekiwijket,kitekiwijtuk,kitekiwijtiwit
-tekimaka,kitekimakak,kitekimakaket,kitekimakatuk,kitekimakatiwit
tetekwika,tetekwikak,tetekwikaket,tetekwikatuk,tetekwikatiwit
-tetekwitza,kitetekwitzki / kitetekwitzak,kitetekwitzket / kitetekwitzaket,kitetekwitztuk / kitetekwitzatuk,kitetekwitztiwit / kitetekwitzatiwit
teteika,teteikak,teteikaket,teteikatuk,teteikatiwit
-teteitza,kiteteitzki / kiteteitzak,kiteteitzket / kiteteitzaket,kiteteitztuk / kiteteitzatuk,kiteteitztiwit / kiteteitzatiwit
-tetepitza,kitetepitzki / kitetepitzak,kitetepitzket / kitetepitzaket,kitetepitztuk / kitetepitzatuk,kitetepitztiwit / kitetepitzatiwit
-tetzawia,kitetzawij,kitetzawijket,kitetzawijtuk,kitetzawijtiwit
-tetzilua,kitetziluj,kitetzilujket,kitetzilujtuk,kitetzilujtiwit
tewyuwa,tewyuwki / tewyujki,tewyuwket / tewyujket,tewyuwtuk / tewyujtuk,tewyuwtiwit / tewyujtiwit
-teshilia,kiteshilij,kiteshilijket,kiteshilijtuk,kiteshilijtiwit
tesumuni,tesumunki / tesumunik,tesumunket / tesumuniket,tesumuntuk,tesumuntiwit
tiamiki,tiamikik,tiamikiket,tiamiktuk,tiamiktiwit
tijtikwini,tijtikwinki / tijtikwinik,tijtikwinket / tijtikwiniket,tijtikwintuk,tijtikwintiwit
-tijtilana,kitijtilan(ki),kitijtilanket,kitijtilantuk,kitijtilantiwit
-tijtishia,kitijtishij,kitijtishijket,kitijtishijtuk,kitijtishijtiwit
-tiltalia,kitiltalij,kitiltalijket,kitiltalijtuk,kitiltalijtiwit
timaliwi,timaliwik,timaliwket / timalijket,timaliwtuk / timalijtuk,timaliwtiwit / timalijtiwit
-timalua,kitimaluj,kitimalujket,kitimalujtuk,kitimalujtiwit
-titilatza,kititilatzki / kititilatzak,kititilatzket / kititilatzaket,kititilatztuk / kititilatzatuk,kititilatztiwit / kititilatzatiwit
-tititani,kitititan,kitititanket,kitititantuk,kitititantiwit
-titania,kititanij,kititanijket,kititanijtuk,kititanijtiwit
-tisawia,kitisawij,kitisawijket,kitisawijtuk,kitisawijtiwit
taalawi,taalawik,taalawket / taalajket,taalawtuk / taalajtuk,taalawtiwit / taalajtiwit
taalpitza,taalpitzki / taalpitzak,taalpitzket / taalpitzaket,taalpitztuk,taalpitztiwit
-takamati,kitakamatki / kitakamatik,kitakamatket / kitakamatiket,kitakamattuk / kitakamatituk,kitakamattiwit / kitakamatitiwit
takatemi,takatenki / takatemik,takatenket / takatemiket,takatentuk / takatemituk,takatentiwit / takatemitiwit
taseseya,taseseski / taseseyak / tasesek,tasesesket / taseseyaket / taseseket,tasesestuk / taseseyatuk / tasesetuk,tasesestiwit / taseseyatiwit / tasesetiwit
taselia,taselij,taselijket,taselijtuk,taselijtiwit
taseliya,taseliyak / taselik,taseliyaket / taseliket,taseliyatuk / taselituk,taseliyatiwit / taselitiwit
-tachilia,kitachilij,kitachilijket,kitachilijtuk,kitachilijtiwit
tachpana,tachpanki / tachpanak,tachpanket / tachpanaket,tachpantuk,tachpantiwit
takujti,takujtik,takujtiket,takujtituk,takujtitiwit
takwalchiwa,takwalchiwki / takwalchijki,takwalchiwket / takwalchijket,takwalchiwtuk / takwalchijtuk,takwalchiwtiwit / takwalchijtiwit
-takwaltia,kitakwaltij,kitakwaltijket,kitakwaltijtuk,kitakwaltijtiwit
takwamana,takwamanki / takwamanak,takwamanket / takwamanaket,takwamantuk,takwamantiwit
takwepuni,takwepunki / takwepunik,takwepunket / takwepuniket,takwepuntuk,takwepuntiwit
-takwiltia,kitakwiltij,kitakwiltijket,kitakwiltijtuk,kitakwiltijtiwit
taejeka,taejekak,taejekaket,taejekatuk,taejekatiwit
tajkajtakwa,tajkajtakki,tajkajtakket,tajkajtaktuk,tajkajtaktiwit
-taijkali,kitaijkal,kitaijkalket,kitaijkaltuk,kitaijkaltiwit
-tajkupaka,kitajkupakak,kitajkupakaket,kitajkupakatuk,kitajkupakatiwit
taijmati,taijmatki / taijmatik,taijmatket / taijmatiket,taijmattuk / taijmatituk,taijmattiwit / taijmatitiwit
-tajpalua,kitajpaluj,kitajpalujket,kitajpalujtuk,kitajpalujtiwit
taijpiya,taijpishki / taijpiyak / taijpik,taijpishket / taijpiyaket / taijpiket,taijpishtuk / taijpiyatuk / taijpituk,taijpishtiwit / taijpiyatiwit / taijpitiwit
tajtakaki,tajtakakik,tajtakakiket,tajtakaktuk,tajtakaktiwit
-tajtalua,kitajtaluj,kitajtalujket,kitajtalujtuk,kitajtalujtiwit
taijtani,taijtanki / taijtanik,taijtanket / taijtaniket,taijtantuk,taijtantiwit
tajtayuwa,tajtayuwki / tajtayujki,tajtayuwket / tajtayujket,tajtayuwtuk / tajtayujtuk,tajtayuwtiwit / tajtayujtiwit
taijtzuma,taijtzunki / taijtzumak,taijtzunket / taijtzumaket,taijtzuntuk / taijtzumatuk,taijtzuntiwit / taijtzumatiwit
tawajwaki,tawajwakik,tawajwakiket,tawajwaktuk,tawajwaktiwit
tawajwia,tawajwij,tawajwijket,tawajwijtuk,tawajwijtiwit
-tawelajwa,kitawelajwak,kitawelajwaket,kitawelajwatuk,kitawelajwatiwit
-tawelkawa,kitawelkaw(ki) / kitawelkaj(ki),kitawelkawket / kitawelkajket,kitawelkawtuk / kitawelkajtuk,kitawelkawtiwit / kitawelkajtiwit
-tawelia,kitawelij,kitawelijket,kitawelijtuk,kitawelijtiwit
tawelmiki,tawelmikik,tawelmikiket,tawelmiktuk,tawelmiktiwit
-tawilia,kitawilij,kitawilijket,kitawilijtuk,kitawilijtiwit
tawilteki,tawiltekik,tawiltekiket,tawiltektuk,tawiltektiwit
tawitumi,tawitunki / tawitumik,tawitunket / tawitumiket,tawituntuk / tawitumituk,tawituntiwit / tawitumitiwit
taijshika,taijshikak,taijshikaket,taijshikatuk,taijshikatiwit
-tajsulwia,kitajsulwij,kitajsulwijket,kitajsulwijtuk,kitajsulwijtiwit
taitia,taitij,taitijket,taitijtuk,taitijtiwit
-talakia,kitalakij,kitalakijket,kitalakijtuk,kitalakijtiwit
talkawia,talkawij,talkawijket,talkawijtuk,talkawijtiwit
-talchitasa,kitalchitas(ki) / kitalchitasak,kitalchitasket / kitalchitasaket,kitalchitastuk / kitalchitasatuk,kitalchitastiwit / kitalchitasatiwit
talkwilia,talkwilij,talkwilijket,talkwilijtuk,talkwilijtiwit
talwikisa,talwikiski / talwikisak,talwikisket / talwikisaket,talwikistuk,talwikistiwit
-talwiteki,kitalwitek / kitalwitekik,kitalwitekket / kitalwitekiket,kitalwitektuk,kitalwitektiwit
-talnelwia,kitalnelwij,kitalnelwijket,kitalnelwijtuk,kitalnelwijtiwit
-talnelua,kitalneluj,kitalnelujket,kitalnelujtuk,kitalnelujtiwit
talulini,talulinki / talulinik,talulinket / taluliniket,talulintuk,talulintiwit
talputuni,talputunki / talputunik,talputunket / talputuniket,talputuntuk,talputuntiwit
taltataka,taltatakak,taltatakaket,taltatakatuk,taltatakatiwit
-taltemia,kitaltemij,kitaltemijket,kitaltemijtuk,kitaltemijtiwit
-tamachkwi,kitamachkwik,kitamachkwiket,kitamachkwituk,kitamachkwitiwit
tamachiya,tamachishki / tamachiyak / tamachik,tamachishket / tamachiyaket / tamachiket,tamachishtuk / tamachiyatuk / tamachituk,tamachishtiwit / tamachiyatiwit / tamachitiwit
tamajsewa,tamajsewki / tamajsejki,tamajsewket / tamajsejket,tamajsewtuk / tamajsejtuk,tamajsewtiwit / tamajsejtiwit
tamalina,tamalinki / tamalinak,tamalinket / tamalinaket,tamalintuk,tamalintiwit
tamatiya,tamatishki / tamatiyak / tamatik,tamatishket / tamatiyaket / tamatiket,tamatishtuk / tamatiyatuk / tamatituk,tamatishtiwit / tamatiyatiwit / tamatitiwit
-tamichiwa,kitamichiw(ki) / kitamichij(ki),kitamichiwket / kitamichijket,kitamichiwtuk / kitamichijtuk,kitamichiwtiwit / kitamichijtiwit
tamuchiwa,tamuchiwki / tamuchijki,tamuchiwket / tamuchijket,tamuchiwtuk / tamuchijtuk,tamuchiwtiwit / tamuchijtiwit
-tankwakwa,kitankwakwaj,kitankwakwajket,kitankwakwajtuk,kitankwakwajtiwit
-tanewia,kitanewij,kitanewijket,kitanewijtuk,kitanewijtiwit
taneltuka,taneltukak,taneltukaket,taneltukatuk,taneltukatiwit
